V101	countyfips	countyname
362288814.0	04013	"Maricopa AZ"
361321513.0	37187	"Washington NC"
361070223.0	29055	"Crawford MO"
360988137.0	45019	"Charleston SC"
361171251.0	18091	"La Porte IN"
360885380.0	46011	"Brookings SD"
362123994.0	17031	"Cook IL"
363726146.0	24510	"Baltimore city MD"
361125002.0	36075	"Oswego NY"
361526321.0	48141	"El Paso TX"
363620946.0	17147	"Piatt IL"
361154915.0	09009	"New Haven CT"
360650016.0	37193	"Wilkes NC"
362177403.0	47093	"Knox TN"
360979652.0	37183	"Wake NC"
361202536.0	26125	"Oakland MI"
361218128.0	20091	"Johnson KS"
361062059.0	36029	"Erie NY"
361044737.0	35043	"Sandoval NM"
361309146.0	42017	"Bucks PA"
361357643.0	06079	"San Luis Obispo CA"
361069849.0	22033	"East Baton Rouge Parish LA"
361437840.0	48201	"Harris TX"
361293047.0	42033	"Clearfield PA"
361020243.0	26161	"Washtenaw MI"
363100638.0	49049	"Utah UT"
362316324.0	17031	"Cook IL"
361203369.0	12095	"Orange FL"
361166669.0	42125	"Washington PA"
361768499.0	13245	"Richmond GA"
361053664.0	26099	"Macomb MI"
362045575.0	48135	"Ector TX"
361707233.0	47013	"Campbell TN"
360986300.0	51161	"Roanoke VA"
361586513.0	26077	"Kalamazoo MI"
361015418.0	45021	"Cherokee SC"
362210603.0	18063	"Hendricks IN"
360981331.0	48201	"Harris TX"
361430816.0	12111	"St. Lucie FL"
361188568.0	25003	"Berkshire MA"
361183606.0	51137	"Orange VA"
360941726.0	47119	"Maury TN"
361053206.0	51540	"Charlottesville city VA"
361518257.0	05031	"Craighead AR"
361044086.0	47157	"Shelby TN"
361061638.0	34037	"Sussex NJ"
360895708.0	12103	"Pinellas FL"
362649634.0	23019	"Penobscot ME"
361241028.0	40109	"Oklahoma OK"
360981569.0	39017	"Butler OH"
362390069.0	24037	"St. Marys MD"
362892603.0	47161	"Stewart TN"
363101284.0	09003	"Hartford CT"
359688328.0	08041	"El Paso CO"
360967066.0	08001	"Adams CO"
361382793.0	12127	"Volusia FL"
361028191.0	24003	"Anne Arundel MD"
361047734.0	27017	"Carlton MN"
362227560.0	09011	"New London CT"
361196433.0	06073	"San Diego CA"
361351292.0	11001	"District of Columbia DC"
361172540.0	51153	"Prince William VA"
361667600.0	06067	"Sacramento CA"
360962087.0	26031	"Cheboygan MI"
360035895.0	09001	"Fairfield CT"
362884933.0	18089	"Lake IN"
361463402.0	12127	"Volusia FL"
361970185.0	13057	"Cherokee GA"
361236563.0	16065	"Madison ID"
362111972.0	13057	"Cherokee GA"
360967276.0	06037	"Los Angeles CA"
360996870.0	09011	"New London CT"
361017693.0	42095	"Northampton PA"
361842800.0	51059	"Fairfax VA"
363569825.0	49049	"Utah UT"
361028308.0	36055	"Monroe NY"
361025233.0	12057	"Hillsborough FL"
360976251.0	36047	"Kings NY"
362543823.0	36061	"New York NY"
361060804.0	05139	"Union AR"
360985130.0	12033	"Escambia FL"
361001516.0	42101	"Philadelphia PA"
363100639.0	28035	"Forrest MS"
361152341.0	34007	"Camden NJ"
360984064.0	09003	"Hartford CT"
361140872.0	36053	"Madison NY"
360996878.0	41003	"Benton OR"
361033540.0	27111	"Otter Tail MN"
361187213.0	31055	"Douglas NE"
360989670.0	17089	"Kane IL"
361269296.0	55059	"Kenosha WI"
361460703.0	06037	"Los Angeles CA"
360985962.0	39099	"Mahoning OH"
362535048.0	04013	"Maricopa AZ"
361047457.0	51650	"Hampton city VA"
360885383.0	48121	"Denton TX"
361055062.0	05125	"Saline AR"
361025808.0	34005	"Burlington NJ"
361539373.0	39049	"Franklin OH"
361458164.0	47119	"Maury TN"
362100217.0	42003	"Allegheny PA"
363101286.0	06085	"Santa Clara CA"
362255236.0	42101	"Philadelphia PA"
361359597.0	08069	"Larimer CO"
361063475.0	26065	"Ingham MI"
361053467.0	42003	"Allegheny PA"
361141605.0	21227	"Warren KY"
363101287.0	18051	"Gibson IN"
363101288.0	17055	"Franklin IL"
360965181.0	36059	"Nassau NY"
360781615.0	21093	"Hardin KY"
363101289.0	12005	"Bay FL"
362106319.0	24005	"Baltimore MD"
361184846.0	45083	"Spartanburg SC"
361005502.0	06019	"Fresno CA"
361061671.0	49035	"Salt Lake UT"
363111749.0	29189	"St. Louis MO"
360250018.0	26117	"Montcalm MI"
360996453.0	55135	"Waupaca WI"
361056353.0	54039	"Kanawha WV"
361038238.0	51650	"Hampton city VA"
362014255.0	37147	"Pitt NC"
361137791.0	06037	"Los Angeles CA"
360981445.0	12095	"Orange FL"
361329033.0	17097	"Lake IL"
362435837.0	29099	"Jefferson MO"
360989379.0	23003	"Aroostook ME"
362852633.0	37183	"Wake NC"
362838414.0	36015	"Chemung NY"
362423516.0	09003	"Hartford CT"
361000225.0	51091	"Highland VA"
361162604.0	38105	"Williams ND"
361153962.0	51153	"Prince William VA"
360962311.0	30041	"Hill MT"
360976524.0	17031	"Cook IL"
361094863.0	22057	"Lafourche Parish LA"
361248784.0	37141	"Pender NC"
361014068.0	05065	"Izard AR"
360961661.0	20005	"Atchison KS"
361061624.0	48029	"Bexar TX"
360992945.0	27053	"Hennepin MN"
361178293.0	01101	"Montgomery AL"
361033957.0	13009	"Baldwin GA"
360996832.0	32003	"Clark NV"
361039534.0	40101	"Muskogee OK"
361255437.0	39013	"Belmont OH"
361042156.0	48339	"Montgomery TX"
361372642.0	04019	"Pima AZ"
360967018.0	18167	"Vigo IN"
361789426.0	06037	"Los Angeles CA"
363101290.0	36081	"Queens NY"
361002517.0	50001	"Addison VT"
362189238.0	12057	"Hillsborough FL"
360962249.0	27059	"Isanti MN"
361056118.0	08013	"Boulder CO"
360991737.0	53011	"Clark WA"
361574637.0	37133	"Onslow NC"
361830753.0	06037	"Los Angeles CA"
361536173.0	18105	"Monroe IN"
363101291.0	36003	"Allegany NY"
361292814.0	48027	"Bell TX"
361032062.0	48113	"Dallas TX"
362952108.0	51061	"Fauquier VA"
361070121.0	12031	"Duval FL"
361140845.0	24021	"Frederick MD"
361248588.0	39025	"Clermont OH"
361386190.0	21111	"Jefferson KY"
361031094.0	17031	"Cook IL"
361001688.0	17201	"Winnebago IL"
360995317.0	32019	"Lyon NV"
361056013.0	27043	"Faribault MN"
360967027.0	42091	"Montgomery PA"
361066182.0	21121	"Knox KY"
363643981.0	25013	"Hampden MA"
361546786.0	37049	"Craven NC"
361216280.0	21009	"Barren KY"
362486812.0	48027	"Bell TX"
360999979.0	36059	"Nassau NY"
361112888.0	49035	"Salt Lake UT"
362246742.0	50007	"Chittenden VT"
361261306.0	20057	"Ford KS"
361720198.0	48245	"Jefferson TX"
361720191.0	12089	"Nassau FL"
360803050.0	39035	"Cuyahoga OH"
360984284.0	54003	"Berkeley WV"
361061843.0	40143	"Tulsa OK"
361004930.0	08123	"Weld CO"
359462782.0	18003	"Allen IN"
362884716.0	06059	"Orange CA"
362260999.0	19093	"Ida IA"
360996397.0	48029	"Bexar TX"
359953650.0	18057	"Hamilton IN"
361399872.0	26139	"Ottawa MI"
361365716.0	48439	"Tarrant TX"
361071974.0	37129	"New Hanover NC"
360050303.0	54059	"Mingo WV"
361321700.0	25013	"Hampden MA"
360976205.0	55007	"Bayfield WI"
361143819.0	22103	"St. Tammany Parish LA"
360997497.0	36081	"Queens NY"
361168810.0	48201	"Harris TX"
361492685.0	39049	"Franklin OH"
360967311.0	06037	"Los Angeles CA"
363101293.0	13057	"Cherokee GA"
361146291.0	18089	"Lake IN"
362426307.0	36047	"Kings NY"
361020186.0	08101	"Pueblo CO"
361348747.0	21199	"Pulaski KY"
361017361.0	01115	"St. Clair AL"
361007091.0	37189	"Watauga NC"
361238189.0	26057	"Gratiot MI"
361146891.0	37021	"Buncombe NC"
361041327.0	36085	"Richmond NY"
361025632.0	29023	"Butler MO"
361197098.0	26149	"St. Joseph MI"
362540861.0	06071	"San Bernardino CA"
361044601.0	34039	"Union NJ"
360878016.0	08077	"Mesa CO"
360262773.0	12053	"Hernando FL"
362171787.0	48029	"Bexar TX"
361038961.0	45035	"Dorchester SC"
360993971.0	26163	"Wayne MI"
359949950.0	48439	"Tarrant TX"
361995121.0	37035	"Catawba NC"
361749276.0	48451	"Tom Green TX"
361656161.0	55089	"Ozaukee WI"
361143064.0	22113	"Vermilion Parish LA"
360785898.0	04019	"Pima AZ"
359948602.0	04013	"Maricopa AZ"
360988093.0	36059	"Nassau NY"
361818874.0	32003	"Clark NV"
361073041.0	21193	"Perry KY"
361536329.0	42043	"Dauphin PA"
360895961.0	51027	"Buchanan VA"
361392155.0	48381	"Randall TX"
361951359.0	06019	"Fresno CA"
362645314.0	26025	"Calhoun MI"
363373467.0	39023	"Clark OH"
362269971.0	37157	"Rockingham NC"
360974430.0	28067	"Jones MS"
361653198.0	41029	"Jackson OR"
363100641.0	36061	"New York NY"
361353845.0	34007	"Camden NJ"
361020127.0	12005	"Bay FL"
360876008.0	08041	"El Paso CO"
361137900.0	48007	"Aransas TX"
361025317.0	06081	"San Mateo CA"
360989442.0	48037	"Bowie TX"
363101294.0	34025	"Monmouth NJ"
361756746.0	22033	"East Baton Rouge Parish LA"
359944328.0	22033	"East Baton Rouge Parish LA"
361345779.0	45079	"Richland SC"
361038778.0	55025	"Dane WI"
361249604.0	29047	"Clay MO"
361003417.0	26099	"Macomb MI"
360962856.0	18081	"Johnson IN"
361256453.0	06037	"Los Angeles CA"
360989445.0	39153	"Summit OH"
361339836.0	20173	"Sedgwick KS"
359947694.0	08005	"Arapahoe CO"
360942916.0	39091	"Logan OH"
361319178.0	06075	"San Francisco CA"
360976274.0	23009	"Hancock ME"
360989877.0	25005	"Bristol MA"
361010607.0	53061	"Snohomish WA"
360988370.0	31153	"Sarpy NE"
361038227.0	55101	"Racine WI"
361363587.0	06037	"Los Angeles CA"
361205403.0	12086	"Miami-Dade FL"
361001563.0	48029	"Bexar TX"
360044519.0	29095	"Jackson MO"
360989840.0	06013	"Contra Costa CA"
361657191.0	15003	"Honolulu HI"
361050926.0	04021	"Pinal AZ"
360887698.0	48029	"Bexar TX"
362201058.0	28049	"Hinds MS"
361177199.0	42033	"Clearfield PA"
361523187.0	08005	"Arapahoe CO"
362882866.0	06001	"Alameda CA"
360992140.0	06067	"Sacramento CA"
362664075.0	12097	"Osceola FL"
363111688.0	37119	"Mecklenburg NC"
361003653.0	04025	"Yavapai AZ"
361058022.0	48201	"Harris TX"
360993218.0	23023	"Sagadahoc ME"
361203377.0	55035	"Eau Claire WI"
361274174.0	26165	"Wexford MI"
360922301.0	06037	"Los Angeles CA"
361585413.0	04013	"Maricopa AZ"
361717216.0	42027	"Centre PA"
361307528.0	02020	"Anchorage Borough AK"
361000505.0	48113	"Dallas TX"
360992840.0	04021	"Pinal AZ"
361662025.0	39133	"Portage OH"
362001587.0	40037	"Creek OK"
360965184.0	17031	"Cook IL"
362370619.0	17115	"Macon IL"
361163823.0	06037	"Los Angeles CA"
361006963.0	17073	"Henry IL"
362131972.0	08005	"Arapahoe CO"
361131399.0	27153	"Todd MN"
362235813.0	17113	"McLean IL"
360989970.0	26161	"Washtenaw MI"
360989875.0	36061	"New York NY"
360890428.0	22103	"St. Tammany Parish LA"
361783410.0	53011	"Clark WA"
361314566.0	53061	"Snohomish WA"
361028851.0	53061	"Snohomish WA"
360901612.0	29077	"Greene MO"
360994573.0	51710	"Norfolk city VA"
362028125.0	24033	"Prince Georges MD"
360655333.0	12113	"Santa Rosa FL"
361184826.0	12099	"Palm Beach FL"
360962590.0	42091	"Montgomery PA"
361371651.0	26081	"Kent MI"
360893290.0	48141	"El Paso TX"
361509022.0	41019	"Douglas OR"
361052885.0	21069	"Fleming KY"
361184146.0	19139	"Muscatine IA"
361297444.0	22071	"Orleans Parish LA"
361115021.0	04013	"Maricopa AZ"
361380319.0	12057	"Hillsborough FL"
361122488.0	18081	"Johnson IN"
361128787.0	42027	"Centre PA"
363101297.0	26039	"Crawford MI"
361821880.0	39103	"Medina OH"
360993644.0	49053	"Washington UT"
362067012.0	12101	"Pasco FL"
362825923.0	21019	"Boyd KY"
361258680.0	06029	"Kern CA"
360942557.0	39049	"Franklin OH"
362210468.0	06029	"Kern CA"
361030721.0	48043	"Brewster TX"
362945116.0	42027	"Centre PA"
361394895.0	26067	"Ionia MI"
361087966.0	17115	"Macon IL"
361053030.0	40109	"Oklahoma OK"
363101298.0	31109	"Lancaster NE"
361207226.0	42125	"Washington PA"
361323362.0	37081	"Guilford NC"
360961955.0	45077	"Pickens SC"
362062543.0	42085	"Mercer PA"
361028846.0	17167	"Sangamon IL"
361813106.0	39035	"Cuyahoga OH"
361576934.0	47177	"Warren TN"
360908208.0	45079	"Richland SC"
360989751.0	12103	"Pinellas FL"
362864919.0	48375	"Potter TX"
362022637.0	34005	"Burlington NJ"
361403428.0	21193	"Perry KY"
361154765.0	08041	"El Paso CO"
363472318.0	35043	"Sandoval NM"
361122154.0	12099	"Palm Beach FL"
361003592.0	26099	"Macomb MI"
361015045.0	36065	"Oneida NY"
360985598.0	37063	"Durham NC"
360033863.0	27157	"Wabasha MN"
361037086.0	42129	"Westmoreland PA"
361039211.0	24021	"Frederick MD"
362829188.0	36063	"Niagara NY"
360987015.0	53011	"Clark WA"
361184880.0	45051	"Horry SC"
361375548.0	48453	"Travis TX"
361256395.0	36087	"Rockland NY"
361222829.0	33011	"Hillsborough NH"
361044403.0	15003	"Honolulu HI"
361137851.0	23017	"Oxford ME"
361025617.0	51061	"Fauquier VA"
361025783.0	13067	"Cobb GA"
361399747.0	39007	"Ashtabula OH"
362078124.0	37021	"Buncombe NC"
361131511.0	47167	"Tipton TN"
362619976.0	12105	"Polk FL"
361044947.0	04025	"Yavapai AZ"
361047642.0	17163	"St. Clair IL"
361122460.0	06013	"Contra Costa CA"
360876239.0	45019	"Charleston SC"
362881461.0	24005	"Baltimore MD"
361378416.0	53053	"Pierce WA"
362128130.0	04021	"Pinal AZ"
361368503.0	48201	"Harris TX"
359956018.0	48113	"Dallas TX"
361192162.0	36013	"Chautauqua NY"
360942419.0	34031	"Passaic NJ"
363101300.0	29510	"St. Louis city MO"
360875698.0	08013	"Boulder CO"
361022936.0	40143	"Tulsa OK"
362772692.0	47189	"Wilson TN"
361387380.0	18053	"Grant IN"
361028531.0	42071	"Lancaster PA"
362348169.0	26163	"Wayne MI"
362876515.0	21195	"Pike KY"
362844482.0	48453	"Travis TX"
361290369.0	42091	"Montgomery PA"
361028710.0	26099	"Macomb MI"
361244173.0	08005	"Arapahoe CO"
361276430.0	08041	"El Paso CO"
360892790.0	48029	"Bexar TX"
361182993.0	39151	"Stark OH"
360922288.0	06001	"Alameda CA"
363003332.0	06013	"Contra Costa CA"
362342644.0	06081	"San Mateo CA"
361053837.0	25017	"Middlesex MA"
361020069.0	25015	"Hampshire MA"
361030930.0	51085	"Hanover VA"
362931926.0	42101	"Philadelphia PA"
361017927.0	48453	"Travis TX"
362044589.0	51001	"Accomack VA"
360982283.0	06071	"San Bernardino CA"
362400171.0	19153	"Polk IA"
361314593.0	16001	"Ada ID"
360966867.0	48201	"Harris TX"
361807231.0	26159	"Van Buren MI"
361020168.0	13147	"Hart GA"
361031102.0	12095	"Orange FL"
361180525.0	26085	"Lake MI"
361017320.0	06065	"Riverside CA"
361020530.0	32003	"Clark NV"
362131579.0	48029	"Bexar TX"
362735605.0	06059	"Orange CA"
360898210.0	12031	"Duval FL"
361240376.0	30029	"Flathead MT"
362745739.0	26163	"Wayne MI"
361050158.0	48029	"Bexar TX"
361300063.0	47157	"Shelby TN"
361001579.0	12115	"Sarasota FL"
362282403.0	42131	"Wyoming PA"
362078108.0	51710	"Norfolk city VA"
361539673.0	26145	"Saginaw MI"
361305168.0	42037	"Columbia PA"
361003407.0	18105	"Monroe IN"
361621596.0	45079	"Richland SC"
362059716.0	02150	"Kodiak Island Borough AK"
361741051.0	33011	"Hillsborough NH"
361021869.0	41051	"Multnomah OR"
360981597.0	06001	"Alameda CA"
361003395.0	17031	"Cook IL"
360961784.0	12071	"Lee FL"
361024790.0	53077	"Yakima WA"
361028209.0	31153	"Sarpy NE"
361534317.0	31055	"Douglas NE"
362146660.0	39059	"Guernsey OH"
363101304.0	40109	"Oklahoma OK"
361044238.0	21013	"Bell KY"
361006624.0	06019	"Fresno CA"
361504615.0	39049	"Franklin OH"
361418502.0	37127	"Nash NC"
359972490.0	48339	"Montgomery TX"
361028098.0	40109	"Oklahoma OK"
361435291.0	36047	"Kings NY"
360989887.0	29189	"St. Louis MO"
363495558.0	15003	"Honolulu HI"
361344970.0	42073	"Lawrence PA"
361006994.0	06013	"Contra Costa CA"
360979697.0	08069	"Larimer CO"
361028051.0	12053	"Hernando FL"
361285508.0	53033	"King WA"
361354856.0	42029	"Chester PA"
361356409.0	51121	"Montgomery VA"
362853712.0	26065	"Ingham MI"
362869817.0	12021	"Collier FL"
361995135.0	42029	"Chester PA"
360863580.0	28059	"Jackson MS"
361036570.0	13121	"Fulton GA"
361517346.0	27141	"Sherburne MN"
363100643.0	17119	"Madison IL"
361211800.0	18063	"Hendricks IN"
361058961.0	19031	"Cedar IA"
361138051.0	06019	"Fresno CA"
361279225.0	09011	"New London CT"
361026184.0	42129	"Westmoreland PA"
361646969.0	01055	"Etowah AL"
361318136.0	12031	"Duval FL"
361937337.0	42079	"Luzerne PA"
360997091.0	42091	"Montgomery PA"
362255391.0	26163	"Wayne MI"
361171693.0	27053	"Hennepin MN"
361121529.0	26163	"Wayne MI"
361519925.0	36029	"Erie NY"
360974276.0	47189	"Wilson TN"
360911127.0	48201	"Harris TX"
363101307.0	39041	"Delaware OH"
361806266.0	48453	"Travis TX"
362946356.0	36091	"Saratoga NY"
360991066.0	26161	"Washtenaw MI"
360994800.0	12061	"Indian River FL"
361196508.0	47093	"Knox TN"
360900603.0	12069	"Lake FL"
361058209.0	39095	"Lucas OH"
361432238.0	18035	"Delaware IN"
360033542.0	12101	"Pasco FL"
361331183.0	09001	"Fairfield CT"
361001452.0	55087	"Outagamie WI"
361252043.0	48201	"Harris TX"
362062314.0	31155	"Saunders NE"
361589232.0	12013	"Calhoun FL"
360962943.0	48039	"Brazoria TX"
361029863.0	44003	"Kent RI"
361968569.0	42077	"Lehigh PA"
362751038.0	06037	"Los Angeles CA"
361162409.0	06037	"Los Angeles CA"
361434170.0	21133	"Letcher KY"
361839705.0	36081	"Queens NY"
360958138.0	42091	"Montgomery PA"
361132872.0	41011	"Coos OR"
361075749.0	13121	"Fulton GA"
361334072.0	36119	"Westchester NY"
361339486.0	24021	"Frederick MD"
361063478.0	24031	"Montgomery MD"
362882086.0	25017	"Middlesex MA"
361208927.0	06085	"Santa Clara CA"
361058869.0	39021	"Champaign OH"
361018055.0	36067	"Onondaga NY"
362729287.0	15003	"Honolulu HI"
360994382.0	41047	"Marion OR"
361142968.0	47037	"Davidson TN"
362192220.0	48215	"Hidalgo TX"
361018203.0	39099	"Mahoning OH"
361050187.0	17201	"Winnebago IL"
361206831.0	17115	"Macon IL"
361239494.0	17201	"Winnebago IL"
361314732.0	06037	"Los Angeles CA"
361232506.0	13185	"Lowndes GA"
361236592.0	21095	"Harlan KY"
361038747.0	26081	"Kent MI"
361427812.0	51540	"Charlottesville city VA"
360943856.0	40049	"Garvin OK"
360966782.0	48355	"Nueces TX"
362042543.0	48061	"Cameron TX"
361162344.0	54049	"Marion WV"
360988389.0	34023	"Middlesex NJ"
361893844.0	22033	"East Baton Rouge Parish LA"
361006912.0	06095	"Solano CA"
360869806.0	26125	"Oakland MI"
361015417.0	39035	"Cuyahoga OH"
361131791.0	42129	"Westmoreland PA"
360882982.0	04013	"Maricopa AZ"
361069909.0	17179	"Tazewell IL"
360994774.0	13121	"Fulton GA"
361056042.0	12031	"Duval FL"
362420494.0	39139	"Richland OH"
361133853.0	37119	"Mecklenburg NC"
360974814.0	49035	"Salt Lake UT"
361059631.0	33009	"Grafton NH"
360884888.0	06037	"Los Angeles CA"
362351921.0	06087	"Santa Cruz CA"
361134177.0	32003	"Clark NV"
360967232.0	32003	"Clark NV"
361023623.0	34007	"Camden NJ"
360709711.0	51087	"Henrico VA"
361030986.0	26163	"Wayne MI"
361380832.0	48201	"Harris TX"
361244229.0	12119	"Sumter FL"
362861790.0	39021	"Champaign OH"
361015025.0	41019	"Douglas OR"
361020555.0	05005	"Baxter AR"
361031321.0	06073	"San Diego CA"
361461520.0	04013	"Maricopa AZ"
363100644.0	45003	"Aiken SC"
361067112.0	29019	"Boone MO"
361348076.0	12057	"Hillsborough FL"
362489224.0	45007	"Anderson SC"
360999278.0	06037	"Los Angeles CA"
361025600.0	36081	"Queens NY"
360792161.0	06073	"San Diego CA"
361132210.0	48491	"Williamson TX"
363101314.0	53011	"Clark WA"
361039197.0	12103	"Pinellas FL"
362207438.0	01101	"Montgomery AL"
361407686.0	53011	"Clark WA"
360947990.0	21065	"Estill KY"
361630921.0	56013	"Fremont WY"
361040648.0	51700	"Newport News city VA"
361806760.0	37061	"Duplin NC"
361033529.0	40143	"Tulsa OK"
361301274.0	17031	"Cook IL"
361006421.0	45063	"Lexington SC"
361186309.0	12057	"Hillsborough FL"
361064571.0	55139	"Winnebago WI"
361421187.0	48029	"Bexar TX"
362819983.0	41051	"Multnomah OR"
361053227.0	06093	"Siskiyou CA"
363101315.0	37183	"Wake NC"
361062283.0	17031	"Cook IL"
362843727.0	42039	"Crawford PA"
361039388.0	24021	"Frederick MD"
361831038.0	17091	"Kankakee IL"
361047668.0	33011	"Hillsborough NH"
362580372.0	42101	"Philadelphia PA"
361010013.0	36027	"Dutchess NY"
361046335.0	36029	"Erie NY"
360975770.0	51013	"Arlington VA"
361009923.0	45079	"Richland SC"
361342786.0	37183	"Wake NC"
360990782.0	47183	"Weakley TN"
360974856.0	15003	"Honolulu HI"
360873229.0	51059	"Fairfax VA"
361024409.0	30047	"Lake MT"
361701617.0	39109	"Miami OH"
362800686.0	47065	"Hamilton TN"
363467198.0	32003	"Clark NV"
362373106.0	39113	"Montgomery OH"
361009358.0	39141	"Ross OH"
361293360.0	06097	"Sonoma CA"
361205803.0	11001	"District of Columbia DC"
363100645.0	06073	"San Diego CA"
361022702.0	06037	"Los Angeles CA"
361041729.0	21221	"Trigg KY"
361003613.0	09001	"Fairfield CT"
361395716.0	39119	"Muskingum OH"
361564343.0	53027	"Grays Harbor WA"
361277984.0	06037	"Los Angeles CA"
360996511.0	18075	"Jay IN"
361007050.0	42101	"Philadelphia PA"
360868533.0	37153	"Richmond NC"
360984423.0	29095	"Jackson MO"
361043320.0	54037	"Jefferson WV"
360974489.0	19083	"Hardin IA"
363100646.0	18109	"Morgan IN"
360995341.0	36111	"Ulster NY"
360041855.0	12011	"Broward FL"
360966856.0	42051	"Fayette PA"
361409702.0	17075	"Iroquois IL"
360789695.0	06101	"Sutter CA"
361366358.0	18037	"Dubois IN"
362119313.0	06037	"Los Angeles CA"
360967098.0	55025	"Dane WI"
361289678.0	50021	"Rutland VT"
363106381.0	48113	"Dallas TX"
362830326.0	11001	"District of Columbia DC"
360868450.0	08005	"Arapahoe CO"
360981910.0	06075	"San Francisco CA"
363456722.0	42029	"Chester PA"
360870945.0	12011	"Broward FL"
362886577.0	17031	"Cook IL"
361140103.0	26035	"Clare MI"
362922100.0	24009	"Calvert MD"
360888965.0	42101	"Philadelphia PA"
361975414.0	27003	"Anoka MN"
360976964.0	09001	"Fairfield CT"
361146401.0	55079	"Milwaukee WI"
362111823.0	12097	"Osceola FL"
361028910.0	36067	"Onondaga NY"
361093942.0	35049	"Santa Fe NM"
361058260.0	47013	"Campbell TN"
361164007.0	33003	"Carroll NH"
361052783.0	37049	"Craven NC"
361956664.0	39165	"Warren OH"
362056579.0	39005	"Ashland OH"
361277179.0	49049	"Utah UT"
362169036.0	39099	"Mahoning OH"
361172741.0	23001	"Androscoggin ME"
361277488.0	06037	"Los Angeles CA"
362979352.0	19013	"Black Hawk IA"
360669390.0	36085	"Richmond NY"
361498390.0	48419	"Shelby TX"
361020425.0	06095	"Solano CA"
361282415.0	12083	"Marion FL"
362116325.0	36005	"Bronx NY"
362283749.0	13039	"Camden GA"
361283703.0	17019	"Champaign IL"
361712419.0	06037	"Los Angeles CA"
360027130.0	17019	"Champaign IL"
363100647.0	36061	"New York NY"
360941870.0	36055	"Monroe NY"
361371624.0	39035	"Cuyahoga OH"
360035169.0	17141	"Ogle IL"
361039337.0	55079	"Milwaukee WI"
361368715.0	12097	"Osceola FL"
361143906.0	38015	"Burleigh ND"
361148816.0	48439	"Tarrant TX"
362094389.0	06037	"Los Angeles CA"
361329313.0	42011	"Berks PA"
363640977.0	48201	"Harris TX"
361066214.0	13067	"Cobb GA"
362359209.0	24021	"Frederick MD"
361021842.0	12039	"Gadsden FL"
362261442.0	35001	"Bernalillo NM"
361305105.0	42033	"Clearfield PA"
361149273.0	17031	"Cook IL"
363100648.0	56005	"Campbell WY"
361831108.0	06037	"Los Angeles CA"
360995707.0	29111	"Lewis MO"
361579196.0	47093	"Knox TN"
362134778.0	39035	"Cuyahoga OH"
361020539.0	26161	"Washtenaw MI"
361613122.0	25017	"Middlesex MA"
360985700.0	42077	"Lehigh PA"
361621382.0	53033	"King WA"
361021348.0	42101	"Philadelphia PA"
362364402.0	51121	"Montgomery VA"
361174098.0	51740	"Portsmouth city VA"
361047209.0	39165	"Warren OH"
362767613.0	39035	"Cuyahoga OH"
362842094.0	35001	"Bernalillo NM"
362879912.0	31069	"Garden NE"
361375635.0	06089	"Shasta CA"
361044552.0	26033	"Chippewa MI"
360996358.0	47157	"Shelby TN"
362366990.0	04003	"Cochise AZ"
361033951.0	51730	"Petersburg city VA"
360761102.0	29097	"Jasper MO"
361236600.0	48029	"Bexar TX"
360898643.0	17031	"Cook IL"
361709916.0	24017	"Charles MD"
360996505.0	18105	"Monroe IN"
362867251.0	55009	"Brown WI"
360990986.0	40143	"Tulsa OK"
361028107.0	42125	"Washington PA"
362393757.0	36103	"Suffolk NY"
361937557.0	42069	"Lackawanna PA"
360966468.0	12086	"Miami-Dade FL"
361060135.0	48139	"Ellis TX"
362322202.0	06065	"Riverside CA"
363542481.0	13185	"Lowndes GA"
362223137.0	42079	"Luzerne PA"
360981727.0	41033	"Josephine OR"
361294685.0	12011	"Broward FL"
361734926.0	01021	"Chilton AL"
362854549.0	36061	"New York NY"
363100649.0	36061	"New York NY"
360799897.0	26081	"Kent MI"
362869870.0	06085	"Santa Clara CA"
360990383.0	19103	"Johnson IA"
361836915.0	25027	"Worcester MA"
361287017.0	04007	"Gila AZ"
361273841.0	45077	"Pickens SC"
362430589.0	13225	"Peach GA"
362772729.0	06085	"Santa Clara CA"
362932877.0	39001	"Adams OH"
361023683.0	28049	"Hinds MS"
361207787.0	23031	"York ME"
361007099.0	42077	"Lehigh PA"
360831000.0	42047	"Elk PA"
361006283.0	37063	"Durham NC"
361422434.0	45055	"Kershaw SC"
360876152.0	38015	"Burleigh ND"
361182316.0	42047	"Elk PA"
361000584.0	48309	"McLennan TX"
361291986.0	36071	"Orange NY"
360976469.0	39035	"Cuyahoga OH"
361030805.0	18067	"Howard IN"
362866333.0	16079	"Shoshone ID"
360925513.0	06065	"Riverside CA"
361251976.0	32031	"Washoe NV"
361800534.0	39141	"Ross OH"
363065450.0	12113	"Santa Rosa FL"
362255417.0	48027	"Bell TX"
362119920.0	42003	"Allegheny PA"
362416834.0	41067	"Washington OR"
361241892.0	12103	"Pinellas FL"
361372692.0	12009	"Brevard FL"
361574513.0	42091	"Montgomery PA"
361521150.0	49049	"Utah UT"
361044166.0	45063	"Lexington SC"
361140222.0	26081	"Kent MI"
361047468.0	13215	"Muscogee GA"
361801500.0	17031	"Cook IL"
360968365.0	51187	"Warren VA"
361036616.0	41039	"Lane OR"
361625606.0	55087	"Outagamie WI"
